UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
122296,R,37648,R,1335,R,1587,A,.,R,37648,R,1335,R,1587,A,.,R,37648,R,1335,R,1587,A,.,R,36495,R,572,R,1067,R,36495,R,572,R,1067,R,36495,R,572,R,1067,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,32671,R,2240,R,32671,R,2240,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122339,R,864,R,34,R,36,A,.,R,864,R,34,R,36,A,.,R,5256,R,34,R,219,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,4776,R,32,R,4808,R,5040,R,34,R,5074,R,5016,R,34,R,5050,R,5256,R,34,R,5290,.,.,R,1566,R,1638,R,1620,R,1656,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10152,R,10872,R,10980,R,10863,R,3870,R,3996,R,3897,R,4059,R,4014,R,4140,R,4041,R,4059,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122366,R,15512,R,1400,R,475,A,.,R,15512,R,1400,R,475,A,.,R,15512,R,1400,R,475,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13000,R,465,R,13465,R,13650,R,1400,R,15050,R,14332,R,1400,R,15732,R,15264,R,1400,R,16664,.,.,R,13000,R,465,R,13465,R,13650,R,1400,R,15050,R,14332,R,1400,R,15732,R,15264,R,1400,R,16664,.,.,R,13000,R,465,R,13465,R,13650,R,1400,R,15050,R,14332,R,1400,R,15732,R,15264,R,1400,R,16664,.,.,R,719,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9024,R,9664,R,9760,R,8928,R,3440,R,3552,R,3464,R,3328,R,3440,R,3552,R,3464,R,3328,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122375,R,864,R,34,R,36,A,.,R,864,R,34,R,36,A,.,R,5256,R,34,R,219,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,4776,R,32,R,4808,R,5040,R,34,R,5074,R,5016,R,34,R,5050,R,5256,R,34,R,5290,.,.,R,1566,R,1638,R,1620,R,1656,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10152,R,10872,R,10980,R,10863,R,3870,R,3996,R,3897,R,4059,R,4014,R,4140,R,4041,R,4059,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122384,R,864,R,34,R,36,A,.,R,864,R,34,R,36,A,.,R,5256,R,34,R,219,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,480,R,32,R,512,R,624,R,34,R,658,R,624,R,34,R,658,R,864,R,34,R,898,.,.,R,4776,R,32,R,4808,R,5040,R,34,R,5074,R,5016,R,34,R,5050,R,5256,R,34,R,5290,.,.,R,1566,R,1638,R,1620,R,1656,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10152,R,10872,R,10980,R,10863,R,3870,R,3996,R,3897,R,4059,R,4014,R,4140,R,4041,R,4059,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122409,R,5472,R,1106,R,0,A,.,R,5472,R,1106,R,0,A,.,R,16632,R,1106,R,372,A,.,R,6738,R,1106,R,0,R,6738,R,1106,R,0,R,15666,R,1106,R,372,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,0,R,3754,R,3754,R,0,R,4902,R,4902,R,0,R,5206,R,5206,R,5472,R,1106,R,6578,.,.,R,0,R,3754,R,3754,R,0,R,4902,R,4902,R,0,R,5206,R,5206,R,5472,R,1106,R,6578,.,.,R,10170,R,3754,R,13924,R,11160,R,4902,R,16062,R,11160,R,5206,R,16366,R,16632,R,1106,R,17738,.,.,R,1566,R,1638,R,1638,R,1661,R,11266,R,11485,R,11485,R,11485,R,3802,R,3977,R,3977,R,4032,R,9930,R,10388,R,11485,R,10533,R,4266,R,4462,R,3977,R,4524,R,4030,R,4216,R,4216,R,4276,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122436,R,38150,R,432,R,1315,A,.,R,38150,R,432,R,1315,A,.,R,38150,R,432,R,1315,A,.,R,22482,R,224,R,1249,R,22482,R,224,R,1249,R,22482,R,224,R,1249,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,42540,R,214,R,42540,R,214,R,34000,R,264,R,34264,R,35870,R,422,R,36292,R,36950,R,422,R,37372,R,38150,R,432,R,38582,.,.,R,34000,R,264,R,34264,R,35870,R,422,R,36292,R,36950,R,422,R,37372,R,38150,R,432,R,38582,.,.,R,34000,R,264,R,34264,R,35870,R,422,R,36292,R,36950,R,422,R,37372,R,38150,R,432,R,38582,.,.,R,1566,R,1638,R,1620,R,1656,R,11870,R,12602,R,11602,R,11752,R,2970,R,3042,R,2979,R,3096,R,10152,R,10872,R,10980,R,10863,R,3870,R,3996,R,3897,R,4059,R,4014,R,4140,R,4041,R,4185,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122454,R,34046,R,870,R,1491,A,.,R,34046,R,870,R,1491,A,.,R,34046,R,870,R,1491,A,.,R,36366,R,870,R,1597,R,36366,R,870,R,1597,R,36366,R,870,R,1597,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,30126,R,70,R,30196,R,30880,R,470,R,31350,R,32424,R,870,R,33294,R,34046,R,870,R,34916,.,.,R,30126,R,70,R,30196,R,30880,R,470,R,31350,R,32424,R,870,R,33294,R,34046,R,870,R,34916,.,.,R,30126,R,70,R,30196,R,30880,R,470,R,31350,R,32424,R,870,R,33294,R,34046,R,870,R,34916,.,.,R,1566,R,1638,R,1620,R,1701,R,9972,R,12524,R,12810,R,13185,R,2970,R,3042,R,3146,R,3303,R,9972,R,12524,R,12810,R,13450,R,3170,R,3242,R,3497,R,3672,R,3170,R,3242,R,3497,R,3672,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122506,R,36500,R,280,R,1610,A,.,R,36500,R,280,R,1610,A,.,R,36500,R,280,R,1610,A,.,R,36500,R,280,R,1610,R,36500,R,280,R,1610,R,36500,R,280,R,1610,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,31800,R,280,R,32080,R,33000,R,280,R,33280,R,34900,R,280,R,35180,R,36500,R,280,R,36780,.,.,R,31800,R,280,R,32080,R,33000,R,280,R,33280,R,34900,R,280,R,35180,R,36500,R,280,R,36780,.,.,R,31800,R,280,R,32080,R,33000,R,280,R,33280,R,34900,R,280,R,35180,R,36500,R,280,R,36780,.,.,R,580,R,620,R,620,R,620,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9900,R,10800,R,10950,R,11250,R,2200,R,2200,R,2200,R,2225,R,2050,R,2180,R,2200,R,2225,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122597,R,5472,R,804,R,0,A,.,R,5472,R,804,R,0,A,.,R,16632,R,804,R,372,A,.,R,6738,R,804,R,0,R,6738,R,804,R,0,R,15666,R,804,R,372,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,0,R,3762,R,3762,R,0,R,4740,R,4740,R,0,R,5014,R,5014,R,5472,R,804,R,6276,.,.,R,0,R,3762,R,3762,R,0,R,4740,R,4740,R,0,R,5014,R,5014,R,5472,R,804,R,6276,.,.,R,10170,R,3762,R,13932,R,11160,R,4740,R,15900,R,11160,R,5014,R,16174,R,16632,R,804,R,17436,.,.,R,1656,R,1734,R,1704,R,1746,R,11500,R,11970,R,12414,R,11028,R,4278,R,4386,R,4344,R,4650,R,11500,R,11970,R,12414,R,12414,R,4278,R,4386,R,4344,R,4650,R,4278,R,4386,R,4344,R,4650,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122603,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10600,R,200,R,442,R,10600,R,200,R,442,R,10600,R,200,R,442,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122612,R,37040,R,384,R,1315,A,.,R,37040,R,384,R,1315,A,.,R,37040,R,384,R,1315,A,.,R,20070,R,0,R,1115,R,20070,Z,0,R,1115,R,20070,Z,0,R,1115,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,40464,R,70,R,40464,R,70,R,33160,R,340,R,33500,R,34430,R,340,R,34770,R,36000,R,380,R,36380,R,37040,R,384,R,37424,.,.,R,33160,R,340,R,33500,R,34430,R,340,R,34770,R,36000,R,380,R,36380,R,37040,R,384,R,37424,.,.,R,33160,R,340,R,33500,R,34430,R,340,R,34770,R,36000,R,380,R,36380,R,37040,R,384,R,37424,.,.,R,1000,R,1000,R,1500,R,1500,R,11130,R,11540,R,11990,R,12250,R,3400,R,3400,R,3600,R,3600,R,11200,R,11620,R,11990,R,12250,R,3600,R,3600,R,3600,R,3600,R,3150,R,3150,R,3150,R,3150,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122649,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,22936,R,300,R,22936,R,300,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122658,R,864,R,0,R,36,A,.,R,864,R,0,R,36,A,.,R,5088,R,0,R,212,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,560,R,0,R,560,R,624,R,0,R,624,R,624,R,0,R,624,R,864,R,0,R,864,.,.,R,560,R,0,R,560,R,624,R,0,R,624,R,624,R,0,R,624,R,864,R,0,R,864,.,.,R,4825,R,0,R,4825,R,5520,R,0,R,5520,R,5016,R,0,R,5016,R,5088,R,0,R,5088,.,.,R,1566,R,1638,R,1620,R,1656,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10152,R,10872,R,10980,R,10864,R,3870,R,3996,R,3897,R,4060,R,4014,R,4130,R,4041,R,4186,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122685,R,14125,R,100,A,.,A,.,R,14125,R,100,A,.,A,.,R,14125,R,100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12190,R,100,R,12290,R,12450,R,100,R,12550,R,12825,R,100,R,12925,R,14125,R,100,R,14225,0,0,R,12190,R,100,R,12290,R,12450,R,100,R,12550,R,12825,R,100,R,12925,R,14125,R,100,R,14225,0,0,R,12190,R,100,R,12290,R,12450,R,100,R,12550,R,12825,R,100,R,12925,R,14125,R,100,R,14225,0,0,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7896,R,7896,R,8540,R,8449,R,3010,R,3010,R,3031,R,3157,R,3122,R,3122,R,3143,R,3255,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122694,R,14125,R,100,A,.,A,.,R,14125,R,100,A,.,A,.,R,14125,R,100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12090,R,100,R,12190,R,12450,R,100,R,12550,R,13318,R,100,R,13418,R,14125,R,100,R,14225,0,0,R,12090,R,100,R,12190,R,12450,R,100,R,12550,R,13318,R,100,R,13418,R,14125,R,100,R,14225,0,0,R,12090,R,100,R,12190,R,12450,R,100,R,12550,R,13318,R,100,R,13418,R,14125,R,100,R,14225,0,0,R,0,R,0,R,0,R,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7896,R,7896,R,8540,R,8449,R,3010,R,3010,R,3031,R,3157,R,3122,R,3122,R,3143,R,3255,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122728,R,20422,R,1378,R,925,A,.,R,20422,R,1378,R,925,A,.,R,20422,R,1378,R,925,A,.,R,6300,R,180,R,525,R,6300,R,180,R,525,R,6300,R,180,R,525,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,19185,R,1295,R,20480,R,18717,R,1263,R,19980,R,18717,R,1263,R,19980,R,20422,R,1378,R,21800,.,.,R,19185,R,1295,R,20480,R,18717,R,1263,R,19980,R,18717,R,1263,R,19980,R,20422,R,1378,R,21800,.,.,R,19185,R,1295,R,20480,R,18717,R,1263,R,19980,R,18717,R,1263,R,19980,R,20422,R,1378,R,21800,.,.,R,1566,R,1638,R,1620,R,1656,R,7470,R,7840,R,8230,R,8640,R,2970,R,3042,R,2979,R,3096,R,10152,R,10872,R,10980,R,10863,R,3870,R,3996,R,3897,R,4059,R,4014,R,4140,R,4041,R,4185,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122746,R,1008,R,34,R,36,A,.,R,1008,R,34,R,36,A,.,R,6580,R,84,R,235,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,560,R,32,R,592,R,728,R,34,R,762,R,728,R,34,R,762,R,1008,R,34,R,1042,.,.,R,560,R,32,R,592,R,728,R,34,R,762,R,728,R,34,R,762,R,1008,R,34,R,1042,.,.,R,5908,R,32,R,5940,R,6076,R,34,R,6110,R,6300,R,84,R,6384,R,6580,R,84,R,6664,.,.,R,1566,R,1638,R,1638,R,1656,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10692,R,11160,R,11556,R,11556,R,4032,R,3996,R,3996,R,4293,R,8568,R,8784,R,8946,R,9198,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122755,R,5472,R,1356,R,0,A,.,R,5472,R,1356,R,0,A,.,R,16632,R,1356,R,372,A,.,R,6738,R,1356,R,0,R,6738,R,1356,R,0,R,15666,R,1356,R,372,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,0,R,3992,R,3992,R,0,R,5054,R,5054,R,0,R,5370,R,5370,R,5472,R,1356,R,6828,.,.,R,0,R,3992,R,3992,R,0,R,5054,R,5054,R,0,R,5370,R,5370,R,5472,R,1356,R,6828,.,.,R,10170,R,3992,R,14162,R,11160,R,5054,R,16214,R,11160,R,5370,R,16530,R,16632,R,1356,R,17988,.,.,R,1656,R,1734,R,1704,R,1748,R,10153,R,10438,R,10438,R,10733,R,3990,R,4110,R,4074,R,4362,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
122791,R,624,R,34,R,36,A,.,R,624,R,34,R,36,A,.,R,5200,R,34,R,239,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,565,R,45,R,610,R,732,R,48,R,780,R,624,R,34,R,658,R,864,R,35,R,899,.,.,R,565,R,45,R,610,R,732,R,48,R,780,R,624,R,34,R,658,R,864,R,35,R,899,.,.,R,5107,R,45,R,5152,R,6080,R,48,R,6128,R,5200,R,34,R,5234,R,5736,R,35,R,5771,.,.,R,1566,R,1638,R,1638,R,1802,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11430,R,11160,R,11160,R,11320,R,3726,R,4134,R,4134,R,4268,R,6753,R,6753,R,6753,R,7506,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
